timestamp,user,machine,os,action,application_or_sender,url_or_ip,file_or_path,description
2025-05-26 10:45:58,n.elkhlifi,PC-192.168.1.101,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 10:46:59,y.ait,PC-192.168.1.101,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 10:47:27,y.ait,PC-192.168.1.102,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 10:47:42,r.kabbaj,PC-192.168.1.104,Windows10,open_application,Outlook.exe,,,r.kabbaj opened Outlook.exe
2025-05-26 10:47:52,y.ait,PC-192.168.1.103,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 10:49:06,n.elkhlifi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 10:49:50,n.elkhlifi,PC-192.168.1.102,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 10:51:18,a.hamidi,PC-192.168.1.101,Windows10,open_application,Outlook.exe,,,a.hamidi opened Outlook.exe
2025-05-26 10:52:18,m.benali,PC-192.168.1.103,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 10:53:12,y.ait,PC-192.168.1.102,Windows10,email_clicked,,,http://malicious-site.net,Clicked suspicious link: http://malicious-site.net
2025-05-26 10:53:38,a.hamidi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 10:54:37,r.kabbaj,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 10:55:37,m.benali,PC-192.168.1.104,Windows10,login_success,,,,User m.benali logged in
2025-05-26 10:56:31,y.ait,PC-192.168.1.102,Windows10,open_application,Outlook.exe,,,y.ait opened Outlook.exe
2025-05-26 10:57:06,r.kabbaj,PC-192.168.1.103,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 10:58:27,n.elkhlifi,PC-192.168.1.101,Windows10,email_clicked,,,http://malicious-site.net,Clicked suspicious link: http://malicious-site.net
2025-05-26 10:58:36,r.kabbaj,PC-192.168.1.105,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 10:59:53,y.ait,PC-192.168.1.101,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 11:00:09,m.benali,PC-192.168.1.105,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 11:01:23,n.elkhlifi,PC-192.168.1.104,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 11:01:50,y.ait,PC-192.168.1.103,Windows10,open_application,Teams.exe,,,y.ait opened Teams.exe
2025-05-26 11:02:03,n.elkhlifi,PC-192.168.1.101,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 11:02:18,r.kabbaj,PC-192.168.1.104,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 11:03:40,y.ait,PC-192.168.1.101,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 11:04:27,r.kabbaj,PC-192.168.1.102,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 11:05:33,y.ait,PC-192.168.1.101,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 11:05:50,y.ait,PC-192.168.1.105,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 11:07:14,a.hamidi,PC-192.168.1.101,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 11:07:47,a.hamidi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 11:08:24,r.kabbaj,PC-192.168.1.101,Windows10,file_access,,,C:\Users\r.kabbaj\Documents\project.docx,Opened document
2025-05-26 11:09:20,m.benali,PC-192.168.1.104,Windows10,open_application,Word.exe,,,m.benali opened Word.exe
2025-05-26 11:10:21,n.elkhlifi,PC-192.168.1.103,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 11:11:51,n.elkhlifi,PC-192.168.1.103,Windows10,open_application,Teams.exe,,,n.elkhlifi opened Teams.exe
2025-05-26 11:12:52,a.hamidi,PC-192.168.1.104,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 11:13:52,y.ait,PC-192.168.1.101,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 11:14:03,r.kabbaj,PC-192.168.1.101,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 11:14:32,a.hamidi,PC-192.168.1.101,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 11:15:29,a.hamidi,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 11:15:40,a.hamidi,PC-192.168.1.102,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 11:16:35,a.hamidi,PC-192.168.1.102,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 11:17:11,n.elkhlifi,PC-192.168.1.104,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 11:17:37,y.ait,PC-192.168.1.102,Windows10,open_application,Chrome.exe,,,y.ait opened Chrome.exe
2025-05-26 11:17:54,m.benali,PC-192.168.1.102,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 11:18:16,a.hamidi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 11:18:37,r.kabbaj,PC-192.168.1.102,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 11:19:00,r.kabbaj,PC-192.168.1.105,Windows10,open_application,Teams.exe,,,r.kabbaj opened Teams.exe
2025-05-26 11:19:38,y.ait,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 11:21:08,a.hamidi,PC-192.168.1.103,Windows10,open_application,Chrome.exe,,,a.hamidi opened Chrome.exe
2025-05-26 11:21:13,m.benali,PC-192.168.1.102,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 11:22:36,y.ait,PC-192.168.1.105,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 11:23:27,y.ait,PC-192.168.1.104,Windows10,login_success,,,,User y.ait logged in
2025-05-26 11:24:37,y.ait,PC-192.168.1.105,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 11:24:54,m.benali,PC-192.168.1.105,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 11:26:20,n.elkhlifi,PC-192.168.1.104,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 11:26:42,a.hamidi,PC-192.168.1.105,Windows10,open_application,Word.exe,,,a.hamidi opened Word.exe
2025-05-26 11:27:13,r.kabbaj,PC-192.168.1.101,Windows10,open_application,Outlook.exe,,,r.kabbaj opened Outlook.exe
2025-05-26 11:28:30,a.hamidi,PC-192.168.1.101,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 11:29:37,y.ait,PC-192.168.1.102,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 11:29:59,a.hamidi,PC-192.168.1.101,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 11:31:21,y.ait,PC-192.168.1.104,Windows10,open_application,Outlook.exe,,,y.ait opened Outlook.exe
2025-05-26 11:32:32,r.kabbaj,PC-192.168.1.104,Windows10,email_clicked,,,http://malicious-site.net,Clicked suspicious link: http://malicious-site.net
2025-05-26 11:32:50,y.ait,PC-192.168.1.103,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 11:33:13,a.hamidi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 11:34:21,n.elkhlifi,PC-192.168.1.104,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 11:34:36,r.kabbaj,PC-192.168.1.105,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 11:35:49,n.elkhlifi,PC-192.168.1.105,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 11:36:13,r.kabbaj,PC-192.168.1.105,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 11:36:33,m.benali,PC-192.168.1.104,Windows10,open_application,Chrome.exe,,,m.benali opened Chrome.exe
2025-05-26 11:36:48,n.elkhlifi,PC-192.168.1.102,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 11:36:56,m.benali,PC-192.168.1.103,Windows10,open_application,Word.exe,,,m.benali opened Word.exe
2025-05-26 11:37:34,y.ait,PC-192.168.1.105,Windows10,open_application,Chrome.exe,,,y.ait opened Chrome.exe
2025-05-26 11:38:24,m.benali,PC-192.168.1.105,Windows10,open_application,Outlook.exe,,,m.benali opened Outlook.exe
2025-05-26 11:39:49,y.ait,PC-192.168.1.102,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 11:40:50,a.hamidi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 11:41:56,a.hamidi,PC-192.168.1.101,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 11:43:25,m.benali,PC-192.168.1.101,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 11:43:53,a.hamidi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 11:45:19,m.benali,PC-192.168.1.103,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 11:46:00,r.kabbaj,PC-192.168.1.102,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 11:47:29,a.hamidi,PC-192.168.1.105,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 11:47:46,n.elkhlifi,PC-192.168.1.105,Windows10,open_application,Outlook.exe,,,n.elkhlifi opened Outlook.exe
2025-05-26 11:49:14,a.hamidi,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 11:50:15,m.benali,PC-192.168.1.101,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 11:51:33,m.benali,PC-192.168.1.105,Windows10,login_success,,,,User m.benali logged in
2025-05-26 11:52:17,n.elkhlifi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 11:53:41,r.kabbaj,PC-192.168.1.105,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 11:54:33,r.kabbaj,PC-192.168.1.104,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 11:55:36,a.hamidi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 11:55:45,m.benali,PC-192.168.1.102,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 11:56:06,m.benali,PC-192.168.1.103,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 11:56:23,m.benali,PC-192.168.1.101,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 11:57:43,r.kabbaj,PC-192.168.1.101,Windows10,file_access,,,C:\Users\r.kabbaj\Documents\project.docx,Opened document
2025-05-26 11:58:25,m.benali,PC-192.168.1.103,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 11:59:00,m.benali,PC-192.168.1.102,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 12:00:19,m.benali,PC-192.168.1.101,Windows10,open_application,Teams.exe,,,m.benali opened Teams.exe
2025-05-26 12:00:24,r.kabbaj,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 12:00:51,a.hamidi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 12:01:44,n.elkhlifi,PC-192.168.1.105,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 12:02:25,m.benali,PC-192.168.1.102,Windows10,login_success,,,,User m.benali logged in
2025-05-26 12:03:36,r.kabbaj,PC-192.168.1.101,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 12:04:45,r.kabbaj,PC-192.168.1.104,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 12:05:21,a.hamidi,PC-192.168.1.102,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 12:05:52,r.kabbaj,PC-192.168.1.102,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 12:06:22,n.elkhlifi,PC-192.168.1.105,Windows10,email_clicked,,,http://malicious-site.net,Clicked suspicious link: http://malicious-site.net
2025-05-26 12:07:44,a.hamidi,PC-192.168.1.104,Windows10,open_application,Chrome.exe,,,a.hamidi opened Chrome.exe
2025-05-26 12:09:10,r.kabbaj,PC-192.168.1.101,Windows10,file_access,,,C:\Users\r.kabbaj\Documents\project.docx,Opened document
2025-05-26 12:09:40,r.kabbaj,PC-192.168.1.102,Windows10,file_access,,,C:\Users\r.kabbaj\Documents\project.docx,Opened document
2025-05-26 12:10:59,y.ait,PC-192.168.1.105,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 12:11:10,a.hamidi,PC-192.168.1.101,Windows10,email_clicked,,,http://malicious-site.net,Clicked suspicious link: http://malicious-site.net
2025-05-26 12:11:52,y.ait,PC-192.168.1.101,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 12:12:42,y.ait,PC-192.168.1.102,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 12:13:55,y.ait,PC-192.168.1.102,Windows10,login_success,,,,User y.ait logged in
2025-05-26 12:14:25,m.benali,PC-192.168.1.102,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 12:14:39,m.benali,PC-192.168.1.105,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 12:14:45,m.benali,PC-192.168.1.104,Windows10,open_application,Chrome.exe,,,m.benali opened Chrome.exe
2025-05-26 12:15:56,n.elkhlifi,PC-192.168.1.101,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 12:17:05,y.ait,PC-192.168.1.105,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 12:18:16,y.ait,PC-192.168.1.105,Windows10,open_application,Chrome.exe,,,y.ait opened Chrome.exe
2025-05-26 12:18:47,r.kabbaj,PC-192.168.1.101,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 12:19:06,r.kabbaj,PC-192.168.1.105,Windows10,email_clicked,,,http://malicious-site.net,Clicked suspicious link: http://malicious-site.net
2025-05-26 12:19:30,y.ait,PC-192.168.1.104,Windows10,login_success,,,,User y.ait logged in
2025-05-26 12:20:15,m.benali,PC-192.168.1.103,Windows10,open_application,Outlook.exe,,,m.benali opened Outlook.exe
2025-05-26 12:20:37,r.kabbaj,PC-192.168.1.104,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 12:21:07,a.hamidi,PC-192.168.1.102,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 12:22:07,a.hamidi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 12:22:46,n.elkhlifi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 12:24:13,a.hamidi,PC-192.168.1.104,Windows10,open_application,Outlook.exe,,,a.hamidi opened Outlook.exe
2025-05-26 12:25:37,n.elkhlifi,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 12:25:58,r.kabbaj,PC-192.168.1.104,Windows10,open_application,Chrome.exe,,,r.kabbaj opened Chrome.exe
2025-05-26 12:27:28,a.hamidi,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 12:28:34,m.benali,PC-192.168.1.101,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 12:29:24,n.elkhlifi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 12:30:32,r.kabbaj,PC-192.168.1.105,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 12:30:37,a.hamidi,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 12:31:32,y.ait,PC-192.168.1.101,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 12:31:52,y.ait,PC-192.168.1.101,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 12:32:30,n.elkhlifi,PC-192.168.1.103,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 12:32:40,r.kabbaj,PC-192.168.1.103,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 12:33:23,m.benali,PC-192.168.1.101,Windows10,login_success,,,,User m.benali logged in
2025-05-26 12:33:34,n.elkhlifi,PC-192.168.1.104,Windows10,open_application,Chrome.exe,,,n.elkhlifi opened Chrome.exe
2025-05-26 12:34:36,y.ait,PC-192.168.1.104,Windows10,open_application,Teams.exe,,,y.ait opened Teams.exe
2025-05-26 12:35:35,n.elkhlifi,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 12:35:42,a.hamidi,PC-192.168.1.105,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 12:37:09,m.benali,PC-192.168.1.102,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 12:38:28,n.elkhlifi,PC-192.168.1.104,Windows10,open_application,Chrome.exe,,,n.elkhlifi opened Chrome.exe
2025-05-26 12:38:54,m.benali,PC-192.168.1.105,Windows10,open_application,Word.exe,,,m.benali opened Word.exe
2025-05-26 12:39:51,n.elkhlifi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 12:40:24,a.hamidi,PC-192.168.1.101,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 12:40:57,y.ait,PC-192.168.1.105,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 12:42:11,y.ait,PC-192.168.1.102,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 12:43:35,y.ait,PC-192.168.1.103,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 12:44:17,r.kabbaj,PC-192.168.1.101,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 12:45:00,m.benali,PC-192.168.1.103,Windows10,login_success,,,,User m.benali logged in
2025-05-26 12:46:12,n.elkhlifi,PC-192.168.1.104,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 12:47:38,r.kabbaj,PC-192.168.1.103,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 12:48:58,a.hamidi,PC-192.168.1.104,Windows10,open_application,Teams.exe,,,a.hamidi opened Teams.exe
2025-05-26 12:50:18,n.elkhlifi,PC-192.168.1.101,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 12:51:07,a.hamidi,PC-192.168.1.102,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 12:52:11,a.hamidi,PC-192.168.1.103,Windows10,login_success,,,,User a.hamidi logged in
2025-05-26 12:53:39,r.kabbaj,PC-192.168.1.102,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 12:54:28,r.kabbaj,PC-192.168.1.101,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 12:55:10,m.benali,PC-192.168.1.104,Windows10,login_success,,,,User m.benali logged in
2025-05-26 12:55:25,r.kabbaj,PC-192.168.1.103,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 12:56:34,r.kabbaj,PC-192.168.1.104,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 12:56:48,a.hamidi,PC-192.168.1.101,Windows10,file_access,,,C:\Users\a.hamidi\Documents\project.docx,Opened document
2025-05-26 12:57:29,a.hamidi,PC-192.168.1.101,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 12:57:51,n.elkhlifi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 12:59:01,y.ait,PC-192.168.1.105,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 12:59:35,n.elkhlifi,PC-192.168.1.105,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 13:00:02,m.benali,PC-192.168.1.101,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:01:17,n.elkhlifi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 13:01:41,a.hamidi,PC-192.168.1.105,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:01:55,y.ait,PC-192.168.1.104,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 13:03:18,r.kabbaj,PC-192.168.1.104,Windows10,email_clicked,,,http://um6p-reset-password.com,Clicked suspicious link: http://um6p-reset-password.com
2025-05-26 13:04:06,n.elkhlifi,PC-192.168.1.104,Windows10,network_connection,,,10.0.0.66,Suspicious connection to 10.0.0.66
2025-05-26 13:04:36,n.elkhlifi,PC-192.168.1.103,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 13:04:48,n.elkhlifi,PC-192.168.1.101,Windows10,open_application,Word.exe,,,n.elkhlifi opened Word.exe
2025-05-26 13:05:40,m.benali,PC-192.168.1.104,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 13:06:56,n.elkhlifi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 13:08:20,y.ait,PC-192.168.1.105,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 13:09:39,y.ait,PC-192.168.1.101,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 13:10:18,m.benali,PC-192.168.1.103,Windows10,alert_av,,,,Antivirus alert triggered
2025-05-26 13:10:26,m.benali,PC-192.168.1.104,Windows10,open_application,Word.exe,,,m.benali opened Word.exe
2025-05-26 13:10:48,y.ait,PC-192.168.1.101,Windows10,login_success,,,,User y.ait logged in
2025-05-26 13:11:06,n.elkhlifi,PC-192.168.1.102,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 13:12:14,y.ait,PC-192.168.1.102,Windows10,file_access,,,C:\Users\y.ait\Documents\project.docx,Opened document
2025-05-26 13:12:55,r.kabbaj,PC-192.168.1.103,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 13:13:11,r.kabbaj,PC-192.168.1.102,Windows10,open_application,Teams.exe,,,r.kabbaj opened Teams.exe
2025-05-26 13:13:20,n.elkhlifi,PC-192.168.1.105,Windows10,login_success,,,,User n.elkhlifi logged in
2025-05-26 13:14:12,a.hamidi,PC-192.168.1.105,Windows10,open_application,Chrome.exe,,,a.hamidi opened Chrome.exe
2025-05-26 13:15:20,m.benali,PC-192.168.1.103,Windows10,email_received,,finance@um6p.ac.ma,,Email received from finance@um6p.ac.ma
2025-05-26 13:16:16,n.elkhlifi,PC-192.168.1.105,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:17:41,n.elkhlifi,PC-192.168.1.103,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 13:18:31,a.hamidi,PC-192.168.1.101,Windows10,open_application,Teams.exe,,,a.hamidi opened Teams.exe
2025-05-26 13:19:51,r.kabbaj,PC-192.168.1.102,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:20:08,r.kabbaj,PC-192.168.1.103,Windows10,file_created,,,C:\Temp\malware.exe,Suspicious file created
2025-05-26 13:21:09,y.ait,PC-192.168.1.102,Windows10,email_clicked,,,http://phish-login.com,Clicked suspicious link: http://phish-login.com
2025-05-26 13:21:31,n.elkhlifi,PC-192.168.1.103,Windows10,open_application,Word.exe,,,n.elkhlifi opened Word.exe
2025-05-26 13:22:17,a.hamidi,PC-192.168.1.103,Windows10,network_connection,,,192.168.1.20,Suspicious connection to 192.168.1.20
2025-05-26 13:23:39,y.ait,PC-192.168.1.104,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:24:33,n.elkhlifi,PC-192.168.1.102,Windows10,email_received,,it-support@um6p.ac.ma,,Email received from it-support@um6p.ac.ma
2025-05-26 13:25:43,m.benali,PC-192.168.1.102,Windows10,file_access,,,C:\Users\m.benali\Documents\project.docx,Opened document
2025-05-26 13:26:27,r.kabbaj,PC-192.168.1.104,Windows10,login_success,,,,User r.kabbaj logged in
2025-05-26 13:27:54,r.kabbaj,PC-192.168.1.102,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 13:29:23,n.elkhlifi,PC-192.168.1.104,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 13:29:37,r.kabbaj,PC-192.168.1.101,Windows10,network_connection,,,10.0.0.66,Suspicious connection to 10.0.0.66
2025-05-26 13:30:28,n.elkhlifi,PC-192.168.1.104,Windows10,network_connection,,,185.199.108.153,Suspicious connection to 185.199.108.153
2025-05-26 13:31:01,n.elkhlifi,PC-192.168.1.103,Windows10,file_access,,,C:\Users\n.elkhlifi\Documents\project.docx,Opened document
2025-05-26 13:32:22,y.ait,PC-192.168.1.105,Windows10,login_success,,,,User y.ait logged in
2025-05-26 13:33:40,r.kabbaj,PC-192.168.1.101,Windows10,login_success,,,,User r.kabbaj logged in
