receive_time,source_ip,dest_ip,source_port,dest_port,protocol,action,rule_name,app,category,session_id,bytes_sent,bytes_received,threat_id,url,user_agent
2025-05-26T10:42:55Z,192.168.1.8,104.21.64.45,40874,445,udp,allow,Allow-SMB,smb,infrastructure,2189,9917,8015,,,
2025-05-26T10:43:08Z,192.168.1.6,172.217.16.206,63988,80,tcp,allow,Allow-HTTP,http,business,2190,11879,6904,,,Python-requests/2.31
2025-05-26T10:44:04Z,192.168.1.25,93.184.216.34,15466,21,udp,deny,Block-FTP,ftp,file-transfer,2191,0,0,,,
2025-05-26T10:44:13Z,192.168.1.15,104.21.64.45,45343,21,udp,deny,Block-FTP,ftp,file-transfer,2192,0,0,,,
2025-05-26T10:44:31Z,192.168.1.12,203.0.113.99,56254,3389,udp,deny,Block-RDP,rdp,remote-access,2193,0,0,,,
2025-05-26T10:45:07Z,192.168.1.53,ph1sh-now-login[.]com,43599,443,tcp,allow,Allow-HTTPS,ssl,business,2194,14416,19550,,,Mozilla/5.0
2025-05-26T10:45:16Z,192.168.1.44,104.16.249.249,37645,445,tcp,allow,Allow-SMB,smb,infrastructure,2195,5705,15787,,,
2025-05-26T10:45:26Z,192.168.1.51,8.8.8.8,2872,443,tcp,allow,Allow-HTTPS,ssl,business,2196,10873,16578,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T10:46:08Z,192.168.1.48,203.0.113.45,31228,80,udp,allow,Allow-HTTP,http,business,2197,5034,16690,,,
2025-05-26T10:46:16Z,192.168.1.36,172.217.16.206,27194,22,tcp,deny,Block-SSH,ssh,remote-access,2198,0,0,,,
2025-05-26T10:47:01Z,192.168.1.8,192.0.2.55,38493,445,udp,allow,Allow-SMB,smb,infrastructure,2199,15231,3206,,,
2025-05-26T10:47:11Z,192.168.1.42,185.199.110.153,60067,443,tcp,allow,Allow-HTTPS,ssl,business,2200,17461,9954,,,Python-requests/2.31
2025-05-26T10:47:34Z,192.168.1.28,172.217.16.206,17460,3389,udp,deny,Block-RDP,rdp,remote-access,2201,0,0,,,
2025-05-26T10:48:05Z,192.168.1.15,172.217.16.206,2059,445,tcp,allow,Allow-SMB,smb,infrastructure,2202,3039,12798,,,
2025-05-26T10:48:15Z,192.168.1.45,93.184.216.34,5199,22,tcp,deny,Block-SSH,ssh,remote-access,2203,0,0,,,
2025-05-26T10:49:01Z,192.168.1.20,192.0.2.55,61621,21,tcp,deny,Block-FTP,ftp,file-transfer,2204,0,0,,,
2025-05-26T10:49:44Z,192.168.1.44,8.8.8.8,36316,22,tcp,deny,Block-SSH,ssh,remote-access,2205,0,0,,,
2025-05-26T10:50:30Z,192.168.1.6,10.10.10.10,30168,3389,tcp,deny,Block-RDP,rdp,remote-access,2206,0,0,,,
2025-05-26T10:51:14Z,192.168.1.52,192.0.2.55,12041,21,udp,deny,Block-FTP,ftp,file-transfer,2207,0,0,,,
2025-05-26T10:51:27Z,192.168.1.37,ph1sh-now-login[.]com,18226,22,tcp,deny,Block-SSH,ssh,remote-access,2208,0,0,,,
2025-05-26T10:52:00Z,192.168.1.37,198.51.100.23,51929,80,udp,allow,Allow-HTTP,http,business,2209,7585,14582,,,Mozilla/5.0
2025-05-26T10:52:15Z,192.168.1.4,104.16.249.249,64387,3389,udp,deny,Block-RDP,rdp,remote-access,2210,0,0,,,
2025-05-26T10:52:40Z,192.168.1.22,192.0.2.55,64753,445,tcp,allow,Allow-SMB,smb,infrastructure,2211,9983,11941,,,
2025-05-26T10:53:09Z,192.168.1.20,192.0.2.55,33062,53,udp,allow,DNS-Allow,dns,infrastructure,2212,15614,15362,,,
2025-05-26T10:53:31Z,192.168.1.20,203.0.113.99,17608,53,udp,allow,DNS-Allow,dns,infrastructure,2213,8623,8865,,,
2025-05-26T10:54:00Z,192.168.1.31,8.8.8.8,58856,3389,tcp,deny,Block-RDP,rdp,remote-access,2214,0,0,,,
2025-05-26T10:54:44Z,192.168.1.58,10.10.10.10,22923,21,tcp,deny,Block-FTP,ftp,file-transfer,2215,0,0,,,
2025-05-26T10:55:08Z,192.168.1.30,104.16.249.249,38867,443,udp,allow,Allow-HTTPS,ssl,business,2216,2855,18053,,,Python-requests/2.31
2025-05-26T10:55:49Z,192.168.1.34,93.184.216.34,21739,3389,tcp,deny,Block-RDP,rdp,remote-access,2217,0,0,,,
2025-05-26T10:56:32Z,192.168.1.24,192.0.2.55,64514,80,tcp,allow,Allow-HTTP,http,business,2218,882,9928,,,Mozilla/5.0
2025-05-26T10:57:17Z,192.168.1.1,203.0.113.45,49820,443,udp,allow,Allow-HTTPS,ssl,business,2219,12135,4787,,,Mozilla/5.0
2025-05-26T10:57:59Z,192.168.1.22,203.0.113.99,62003,3389,tcp,deny,Block-RDP,rdp,remote-access,2220,0,0,,,
2025-05-26T10:58:56Z,192.168.1.35,172.217.22.14,45403,21,tcp,deny,Block-FTP,ftp,file-transfer,2221,0,0,,,
2025-05-26T10:59:50Z,192.168.1.31,192.0.2.55,4145,3389,udp,deny,Block-RDP,rdp,remote-access,2222,0,0,,,
2025-05-26T11:00:06Z,192.168.1.46,198.51.100.77,26695,22,tcp,deny,Block-SSH,ssh,remote-access,2223,0,0,,,
2025-05-26T11:00:40Z,192.168.1.36,93.184.216.34,24194,21,udp,deny,Block-FTP,ftp,file-transfer,2224,0,0,,,
2025-05-26T11:01:21Z,192.168.1.26,10.10.10.10,14210,53,udp,allow,DNS-Allow,dns,infrastructure,2225,17023,16346,,,
2025-05-26T11:02:18Z,192.168.1.29,192.0.2.80,56149,53,tcp,allow,DNS-Allow,dns,infrastructure,2226,3186,10534,,,
2025-05-26T11:03:08Z,192.168.1.16,192.0.2.80,7852,443,tcp,allow,Allow-HTTPS,ssl,business,2227,9606,12959,,,
2025-05-26T11:03:58Z,192.168.1.38,192.0.2.80,45852,53,tcp,allow,DNS-Allow,dns,infrastructure,2228,1118,580,,,
2025-05-26T11:04:29Z,192.168.1.56,203.0.113.45,36696,21,tcp,deny,Block-FTP,ftp,file-transfer,2229,0,0,,,
2025-05-26T11:05:16Z,192.168.1.18,172.217.22.14,23155,22,udp,deny,Block-SSH,ssh,remote-access,2230,0,0,,,
2025-05-26T11:05:33Z,192.168.1.1,192.0.2.55,12687,443,udp,allow,Allow-HTTPS,ssl,business,2231,9113,12600,,,Mozilla/5.0
2025-05-26T11:06:07Z,192.168.1.49,104.16.249.249,11853,3389,udp,deny,Block-RDP,rdp,remote-access,2232,0,0,,,
2025-05-26T11:06:39Z,192.168.1.15,8.8.8.8,14698,53,udp,allow,DNS-Allow,dns,infrastructure,2233,8232,17970,,,
2025-05-26T11:07:36Z,192.168.1.35,10.10.10.10,29177,21,udp,deny,Block-FTP,ftp,file-transfer,2234,0,0,,,
2025-05-26T11:07:53Z,192.168.1.2,93.184.216.34,27803,445,udp,allow,Allow-SMB,smb,infrastructure,2235,13103,12543,,,
2025-05-26T11:08:27Z,192.168.1.49,10.10.10.10,53979,21,udp,deny,Block-FTP,ftp,file-transfer,2236,0,0,,,
2025-05-26T11:09:03Z,192.168.1.46,198.51.100.77,35141,80,udp,allow,Allow-HTTP,http,business,2237,930,1103,,,
2025-05-26T11:09:37Z,192.168.1.13,198.51.100.23,55531,445,udp,allow,Allow-SMB,smb,infrastructure,2238,18597,18821,,,
2025-05-26T11:10:17Z,192.168.1.53,ph1sh-now-login[.]com,14151,443,tcp,allow,Allow-HTTPS,ssl,business,2239,8736,16787,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T11:10:50Z,192.168.1.21,ph1sh-now-login[.]com,48617,80,udp,allow,Allow-HTTP,http,business,2240,13612,600,,,
2025-05-26T11:10:57Z,192.168.1.27,192.0.2.80,27430,445,udp,allow,Allow-SMB,smb,infrastructure,2241,3957,13830,,,
2025-05-26T11:11:43Z,192.168.1.9,198.51.100.200,41712,21,udp,deny,Block-FTP,ftp,file-transfer,2242,0,0,,,
2025-05-26T11:11:52Z,192.168.1.54,93.184.216.34,13393,3389,tcp,deny,Block-RDP,rdp,remote-access,2243,0,0,,,
2025-05-26T11:12:26Z,192.168.1.45,198.51.100.23,63846,80,tcp,allow,Allow-HTTP,http,business,2244,1477,18872,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T11:13:25Z,192.168.1.21,203.0.113.45,11503,21,tcp,deny,Block-FTP,ftp,file-transfer,2245,0,0,,,
2025-05-26T11:13:47Z,192.168.1.55,203.0.113.45,61723,80,udp,allow,Allow-HTTP,http,business,2246,761,12195,,,
2025-05-26T11:13:54Z,192.168.1.4,8.8.8.8,30219,443,udp,allow,Allow-HTTPS,ssl,business,2247,2883,16354,,,Python-requests/2.31
2025-05-26T11:14:38Z,192.168.1.58,203.0.113.45,63979,445,tcp,allow,Allow-SMB,smb,infrastructure,2248,15354,17173,,,
2025-05-26T11:14:49Z,192.168.1.46,203.0.113.45,24416,53,tcp,allow,DNS-Allow,dns,infrastructure,2249,13001,3468,,,
2025-05-26T11:15:02Z,192.168.1.21,8.8.8.8,38601,53,udp,allow,DNS-Allow,dns,infrastructure,2250,19124,19289,,,
2025-05-26T11:15:27Z,192.168.1.48,198.51.100.77,43679,3389,tcp,deny,Block-RDP,rdp,remote-access,2251,0,0,,,
2025-05-26T11:16:04Z,192.168.1.15,203.0.113.45,6227,53,udp,allow,DNS-Allow,dns,infrastructure,2252,17996,5334,,,
2025-05-26T11:16:30Z,192.168.1.30,203.0.113.45,8811,22,tcp,deny,Block-SSH,ssh,remote-access,2253,0,0,,,
2025-05-26T11:17:04Z,192.168.1.13,198.51.100.77,59054,21,tcp,deny,Block-FTP,ftp,file-transfer,2254,0,0,,,
2025-05-26T11:17:57Z,192.168.1.25,172.217.16.206,56455,443,tcp,allow,Allow-HTTPS,ssl,business,2255,16758,878,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T11:18:49Z,192.168.1.7,198.51.100.23,30726,21,tcp,deny,Block-FTP,ftp,file-transfer,2256,0,0,,,
2025-05-26T11:19:27Z,192.168.1.35,185.199.110.153,57506,443,tcp,allow,Allow-HTTPS,ssl,business,2257,3548,16791,,,Python-requests/2.31
2025-05-26T11:20:26Z,192.168.1.40,ph1sh-now-login[.]com,38569,22,udp,deny,Block-SSH,ssh,remote-access,2258,0,0,,,
2025-05-26T11:20:41Z,192.168.1.58,185.199.110.153,52217,3389,udp,deny,Block-RDP,rdp,remote-access,2259,0,0,,,
2025-05-26T11:21:09Z,192.168.1.49,198.51.100.200,63704,53,tcp,allow,DNS-Allow,dns,infrastructure,2260,12706,4479,,,
2025-05-26T11:22:00Z,192.168.1.23,104.21.64.45,9809,21,udp,deny,Block-FTP,ftp,file-transfer,2261,0,0,,,
2025-05-26T11:22:26Z,192.168.1.30,10.10.10.10,6175,53,tcp,allow,DNS-Allow,dns,infrastructure,2262,4575,18469,,,
2025-05-26T11:23:08Z,192.168.1.42,172.217.22.14,40975,443,tcp,allow,Allow-HTTPS,ssl,business,2263,4514,18649,,,Python-requests/2.31
2025-05-26T11:23:27Z,192.168.1.55,93.184.216.34,11641,445,udp,allow,Allow-SMB,smb,infrastructure,2264,8408,12939,,,
2025-05-26T11:23:48Z,192.168.1.13,ph1sh-now-login[.]com,47382,80,udp,allow,Allow-HTTP,http,business,2265,3792,3686,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T11:24:16Z,192.168.1.26,8.8.8.8,50361,443,tcp,allow,Allow-HTTPS,ssl,business,2266,1542,12895,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T11:24:58Z,192.168.1.2,198.51.100.200,28939,80,udp,allow,Allow-HTTP,http,business,2267,12390,8644,,,Mozilla/5.0
2025-05-26T11:25:30Z,192.168.1.20,192.0.2.80,44594,53,udp,allow,DNS-Allow,dns,infrastructure,2268,11141,18067,,,
2025-05-26T11:25:53Z,192.168.1.1,198.51.100.200,2392,80,tcp,allow,Allow-HTTP,http,business,2269,6875,19944,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T11:26:37Z,192.168.1.25,104.16.249.249,58582,3389,tcp,deny,Block-RDP,rdp,remote-access,2270,0,0,,,
2025-05-26T11:26:47Z,192.168.1.6,198.51.100.200,64191,80,tcp,allow,Allow-HTTP,http,business,2271,6763,9903,,,Python-requests/2.31
2025-05-26T11:26:56Z,192.168.1.50,185.199.110.153,44883,53,udp,allow,DNS-Allow,dns,infrastructure,2272,5228,1530,,,
2025-05-26T11:27:21Z,192.168.1.25,198.51.100.200,8074,22,tcp,deny,Block-SSH,ssh,remote-access,2273,0,0,,,
2025-05-26T11:27:31Z,192.168.1.32,198.51.100.23,27519,53,udp,allow,DNS-Allow,dns,infrastructure,2274,17740,13827,,,
2025-05-26T11:28:10Z,192.168.1.49,192.0.2.55,25962,22,tcp,deny,Block-SSH,ssh,remote-access,2275,0,0,,,
2025-05-26T11:28:45Z,192.168.1.47,198.51.100.77,1072,53,udp,allow,DNS-Allow,dns,infrastructure,2276,13792,19131,,,
2025-05-26T11:29:12Z,192.168.1.47,172.217.22.14,15887,3389,tcp,deny,Block-RDP,rdp,remote-access,2277,0,0,,,
2025-05-26T11:29:52Z,192.168.1.41,104.21.64.45,26969,22,udp,deny,Block-SSH,ssh,remote-access,2278,0,0,,,
2025-05-26T11:30:34Z,192.168.1.11,172.217.22.14,33503,443,udp,allow,Allow-HTTPS,ssl,business,2279,4460,19443,,,
2025-05-26T11:30:56Z,192.168.1.13,104.21.64.45,58059,80,tcp,allow,Allow-HTTP,http,business,2280,14607,16399,,,
2025-05-26T11:31:19Z,192.168.1.6,93.184.216.34,58808,21,udp,deny,Block-FTP,ftp,file-transfer,2281,0,0,,,
2025-05-26T11:31:45Z,192.168.1.28,198.51.100.77,61943,443,tcp,allow,Allow-HTTPS,ssl,business,2282,13921,19894,,,Mozilla/5.0
2025-05-26T11:32:38Z,192.168.1.57,198.51.100.200,24772,53,tcp,allow,DNS-Allow,dns,infrastructure,2283,12282,7584,,,
2025-05-26T11:32:49Z,192.168.1.51,185.199.110.153,34265,80,tcp,allow,Allow-HTTP,http,business,2284,19106,11213,,,
2025-05-26T11:33:44Z,192.168.1.49,10.10.10.10,65095,22,udp,deny,Block-SSH,ssh,remote-access,2285,0,0,,,
2025-05-26T11:34:28Z,192.168.1.11,203.0.113.99,5352,443,tcp,allow,Allow-HTTPS,ssl,business,2286,19299,3987,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T11:34:36Z,192.168.1.58,203.0.113.45,20819,22,tcp,deny,Block-SSH,ssh,remote-access,2287,0,0,,,
2025-05-26T11:34:59Z,192.168.1.7,198.51.100.200,43918,3389,udp,deny,Block-RDP,rdp,remote-access,2288,0,0,,,
2025-05-26T11:35:23Z,192.168.1.37,93.184.216.34,14929,80,udp,allow,Allow-HTTP,http,business,2289,3742,6299,,,Mozilla/5.0
2025-05-26T11:35:30Z,192.168.1.36,198.51.100.23,7068,3389,udp,deny,Block-RDP,rdp,remote-access,2290,0,0,,,
2025-05-26T11:36:07Z,192.168.1.47,185.199.110.153,45068,22,tcp,deny,Block-SSH,ssh,remote-access,2291,0,0,,,
2025-05-26T11:36:31Z,192.168.1.19,104.16.249.249,36601,53,tcp,allow,DNS-Allow,dns,infrastructure,2292,12661,1098,,,
2025-05-26T11:36:58Z,192.168.1.56,172.217.16.206,57802,53,tcp,allow,DNS-Allow,dns,infrastructure,2293,5083,4565,,,
2025-05-26T11:37:57Z,192.168.1.1,104.21.64.45,18191,445,udp,allow,Allow-SMB,smb,infrastructure,2294,4980,16725,,,
2025-05-26T11:38:20Z,192.168.1.58,198.51.100.200,48723,53,tcp,allow,DNS-Allow,dns,infrastructure,2295,2305,8022,,,
2025-05-26T11:39:06Z,192.168.1.41,104.16.249.249,33058,53,udp,allow,DNS-Allow,dns,infrastructure,2296,13608,7537,,,
2025-05-26T11:39:36Z,192.168.1.41,198.51.100.77,17942,53,tcp,allow,DNS-Allow,dns,infrastructure,2297,11714,4691,,,
2025-05-26T11:40:04Z,192.168.1.30,172.217.16.206,19081,22,udp,deny,Block-SSH,ssh,remote-access,2298,0,0,,,
2025-05-26T11:40:53Z,192.168.1.25,104.21.64.45,37084,21,tcp,deny,Block-FTP,ftp,file-transfer,2299,0,0,,,
2025-05-26T11:41:27Z,192.168.1.16,10.10.10.10,44807,80,udp,allow,Allow-HTTP,http,business,2300,4958,14684,,,Python-requests/2.31
2025-05-26T11:41:47Z,192.168.1.26,104.16.249.249,59783,53,tcp,allow,DNS-Allow,dns,infrastructure,2301,16329,4606,,,
2025-05-26T11:42:06Z,192.168.1.57,8.8.8.8,18162,80,tcp,allow,Allow-HTTP,http,business,2302,7497,10398,,,Mozilla/5.0
2025-05-26T11:42:53Z,192.168.1.16,185.199.110.153,41784,3389,udp,deny,Block-RDP,rdp,remote-access,2303,0,0,,,
2025-05-26T11:43:31Z,192.168.1.15,198.51.100.77,49629,22,tcp,deny,Block-SSH,ssh,remote-access,2304,0,0,,,
2025-05-26T11:43:40Z,192.168.1.27,203.0.113.99,19620,445,tcp,allow,Allow-SMB,smb,infrastructure,2305,3390,9423,,,
2025-05-26T11:44:15Z,192.168.1.56,104.16.249.249,30425,80,tcp,allow,Allow-HTTP,http,business,2306,19732,17890,,,
2025-05-26T11:44:51Z,192.168.1.54,172.217.16.206,17648,445,tcp,allow,Allow-SMB,smb,infrastructure,2307,10096,8125,,,
2025-05-26T11:45:43Z,192.168.1.57,93.184.216.34,5612,21,tcp,deny,Block-FTP,ftp,file-transfer,2308,0,0,,,
2025-05-26T11:46:42Z,192.168.1.12,93.184.216.34,43697,445,tcp,allow,Allow-SMB,smb,infrastructure,2309,8626,12019,,,
2025-05-26T11:47:35Z,192.168.1.2,198.51.100.200,45394,445,tcp,allow,Allow-SMB,smb,infrastructure,2310,15628,14533,,,
2025-05-26T11:48:05Z,192.168.1.45,93.184.216.34,33347,22,tcp,deny,Block-SSH,ssh,remote-access,2311,0,0,,,
2025-05-26T11:48:19Z,192.168.1.40,ph1sh-now-login[.]com,18773,443,tcp,allow,Allow-HTTPS,ssl,business,2312,17964,18887,,,Mozilla/5.0
2025-05-26T11:48:29Z,192.168.1.54,192.0.2.55,37217,80,udp,allow,Allow-HTTP,http,business,2313,4189,1764,,,
2025-05-26T11:49:13Z,192.168.1.14,104.16.249.249,64036,443,udp,allow,Allow-HTTPS,ssl,business,2314,3566,4983,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T11:50:08Z,192.168.1.28,192.0.2.55,56468,53,udp,allow,DNS-Allow,dns,infrastructure,2315,19526,2811,,,
2025-05-26T11:50:32Z,192.168.1.8,172.217.22.14,45035,22,tcp,deny,Block-SSH,ssh,remote-access,2316,0,0,,,
2025-05-26T11:51:32Z,192.168.1.11,ph1sh-now-login[.]com,19440,443,udp,allow,Allow-HTTPS,ssl,business,2317,11365,14920,,,Python-requests/2.31
2025-05-26T11:51:40Z,192.168.1.47,172.217.22.14,39323,21,tcp,deny,Block-FTP,ftp,file-transfer,2318,0,0,,,
2025-05-26T11:52:37Z,192.168.1.46,104.21.64.45,42905,445,tcp,allow,Allow-SMB,smb,infrastructure,2319,2827,17163,,,
2025-05-26T11:53:34Z,192.168.1.14,104.21.64.45,48041,22,udp,deny,Block-SSH,ssh,remote-access,2320,0,0,,,
2025-05-26T11:54:05Z,192.168.1.23,203.0.113.45,8612,3389,tcp,deny,Block-RDP,rdp,remote-access,2321,0,0,,,
2025-05-26T11:54:23Z,192.168.1.23,192.0.2.55,64516,21,udp,deny,Block-FTP,ftp,file-transfer,2322,0,0,,,
2025-05-26T11:54:55Z,192.168.1.17,8.8.8.8,4891,22,tcp,deny,Block-SSH,ssh,remote-access,2323,0,0,,,
2025-05-26T11:55:07Z,192.168.1.17,198.51.100.23,3526,3389,udp,deny,Block-RDP,rdp,remote-access,2324,0,0,,,
2025-05-26T11:55:55Z,192.168.1.59,192.0.2.55,20737,443,udp,allow,Allow-HTTPS,ssl,business,2325,6955,1083,,,Mozilla/5.0
2025-05-26T11:56:20Z,192.168.1.8,198.51.100.200,30899,445,udp,allow,Allow-SMB,smb,infrastructure,2326,10070,14540,,,
2025-05-26T11:56:35Z,192.168.1.37,198.51.100.200,20006,445,udp,allow,Allow-SMB,smb,infrastructure,2327,5938,5097,,,
2025-05-26T11:56:56Z,192.168.1.34,104.16.249.249,17630,443,tcp,allow,Allow-HTTPS,ssl,business,2328,18383,12000,,,Mozilla/5.0
2025-05-26T11:57:28Z,192.168.1.59,203.0.113.99,35584,53,udp,allow,DNS-Allow,dns,infrastructure,2329,9001,8226,,,
2025-05-26T11:57:44Z,192.168.1.46,203.0.113.45,64386,3389,udp,deny,Block-RDP,rdp,remote-access,2330,0,0,,,
2025-05-26T11:57:55Z,192.168.1.21,198.51.100.23,62922,53,tcp,allow,DNS-Allow,dns,infrastructure,2331,12017,1593,,,
2025-05-26T11:58:47Z,192.168.1.11,185.199.110.153,28909,445,tcp,allow,Allow-SMB,smb,infrastructure,2332,13218,16533,,,
2025-05-26T11:58:55Z,192.168.1.36,172.217.16.206,56244,21,udp,deny,Block-FTP,ftp,file-transfer,2333,0,0,,,
2025-05-26T11:59:20Z,192.168.1.32,172.217.22.14,4571,443,tcp,allow,Allow-HTTPS,ssl,business,2334,17336,4907,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T12:00:14Z,192.168.1.30,172.217.22.14,6028,445,udp,allow,Allow-SMB,smb,infrastructure,2335,11748,15316,,,
2025-05-26T12:00:56Z,192.168.1.25,192.0.2.55,11399,445,tcp,allow,Allow-SMB,smb,infrastructure,2336,2430,7114,,,
2025-05-26T12:01:06Z,192.168.1.29,104.16.249.249,57682,21,udp,deny,Block-FTP,ftp,file-transfer,2337,0,0,,,
2025-05-26T12:01:52Z,192.168.1.20,198.51.100.77,59786,443,tcp,allow,Allow-HTTPS,ssl,business,2338,916,591,,,
2025-05-26T12:02:46Z,192.168.1.40,104.21.64.45,63580,22,udp,deny,Block-SSH,ssh,remote-access,2339,0,0,,,
2025-05-26T12:03:34Z,192.168.1.14,192.0.2.55,36616,443,udp,allow,Allow-HTTPS,ssl,business,2340,17516,12730,,,
2025-05-26T12:04:21Z,192.168.1.10,185.199.110.153,36730,22,tcp,deny,Block-SSH,ssh,remote-access,2341,0,0,,,
2025-05-26T12:04:33Z,192.168.1.58,10.10.10.10,20997,443,udp,allow,Allow-HTTPS,ssl,business,2342,10208,15363,,,
2025-05-26T12:04:38Z,192.168.1.6,198.51.100.77,48727,22,tcp,deny,Block-SSH,ssh,remote-access,2343,0,0,,,
2025-05-26T12:05:37Z,192.168.1.23,10.10.10.10,12614,22,tcp,deny,Block-SSH,ssh,remote-access,2344,0,0,,,
2025-05-26T12:05:45Z,192.168.1.18,93.184.216.34,47149,21,tcp,deny,Block-FTP,ftp,file-transfer,2345,0,0,,,
2025-05-26T12:06:24Z,192.168.1.20,93.184.216.34,17416,445,udp,allow,Allow-SMB,smb,infrastructure,2346,8807,14367,,,
2025-05-26T12:06:31Z,192.168.1.56,93.184.216.34,62103,53,udp,allow,DNS-Allow,dns,infrastructure,2347,5468,11776,,,
2025-05-26T12:07:04Z,192.168.1.18,172.217.16.206,45744,21,tcp,deny,Block-FTP,ftp,file-transfer,2348,0,0,,,
2025-05-26T12:07:56Z,192.168.1.1,93.184.216.34,50648,22,tcp,deny,Block-SSH,ssh,remote-access,2349,0,0,,,
2025-05-26T12:08:36Z,192.168.1.14,104.21.64.45,48220,21,udp,deny,Block-FTP,ftp,file-transfer,2350,0,0,,,
2025-05-26T12:09:28Z,192.168.1.44,185.199.110.153,38160,22,tcp,deny,Block-SSH,ssh,remote-access,2351,0,0,,,
2025-05-26T12:10:19Z,192.168.1.39,192.0.2.80,46129,53,udp,allow,DNS-Allow,dns,infrastructure,2352,4661,2713,,,
2025-05-26T12:11:18Z,192.168.1.36,203.0.113.99,53542,445,udp,allow,Allow-SMB,smb,infrastructure,2353,4510,13975,,,
2025-05-26T12:11:35Z,192.168.1.19,192.0.2.80,44771,445,udp,allow,Allow-SMB,smb,infrastructure,2354,19642,17973,,,
2025-05-26T12:11:58Z,192.168.1.27,104.16.249.249,35974,21,tcp,deny,Block-FTP,ftp,file-transfer,2355,0,0,,,
2025-05-26T12:12:42Z,192.168.1.54,10.10.10.10,36759,22,udp,deny,Block-SSH,ssh,remote-access,2356,0,0,,,
2025-05-26T12:13:32Z,192.168.1.44,198.51.100.23,52398,80,udp,allow,Allow-HTTP,http,business,2357,16248,18983,,,Mozilla/5.0
2025-05-26T12:13:39Z,192.168.1.27,203.0.113.99,55397,443,tcp,allow,Allow-HTTPS,ssl,business,2358,1575,2462,,,Mozilla/5.0
2025-05-26T12:14:05Z,192.168.1.18,172.217.22.14,24017,80,udp,allow,Allow-HTTP,http,business,2359,15064,9168,,,Python-requests/2.31
2025-05-26T12:14:44Z,192.168.1.14,172.217.16.206,8100,443,tcp,allow,Allow-HTTPS,ssl,business,2360,15728,10677,,,Mozilla/5.0
2025-05-26T12:15:40Z,192.168.1.6,198.51.100.23,38707,445,udp,allow,Allow-SMB,smb,infrastructure,2361,14801,18510,,,
2025-05-26T12:15:57Z,192.168.1.3,198.51.100.23,51161,21,udp,deny,Block-FTP,ftp,file-transfer,2362,0,0,,,
2025-05-26T12:16:27Z,192.168.1.37,10.10.10.10,41304,80,udp,allow,Allow-HTTP,http,business,2363,18711,15274,,,Mozilla/5.0
2025-05-26T12:17:06Z,192.168.1.27,192.0.2.80,54286,3389,tcp,deny,Block-RDP,rdp,remote-access,2364,0,0,,,
2025-05-26T12:18:02Z,192.168.1.4,198.51.100.200,20952,21,tcp,deny,Block-FTP,ftp,file-transfer,2365,0,0,,,
2025-05-26T12:18:55Z,192.168.1.9,203.0.113.45,4531,3389,tcp,deny,Block-RDP,rdp,remote-access,2366,0,0,,,
2025-05-26T12:19:41Z,192.168.1.38,93.184.216.34,53024,22,tcp,deny,Block-SSH,ssh,remote-access,2367,0,0,,,
2025-05-26T12:20:26Z,192.168.1.11,8.8.8.8,39105,53,tcp,allow,DNS-Allow,dns,infrastructure,2368,17716,779,,,
2025-05-26T12:21:16Z,192.168.1.10,198.51.100.23,39749,443,udp,allow,Allow-HTTPS,ssl,business,2369,11056,8853,,,
2025-05-26T12:21:49Z,192.168.1.36,192.0.2.55,29376,21,udp,deny,Block-FTP,ftp,file-transfer,2370,0,0,,,
2025-05-26T12:22:44Z,192.168.1.57,198.51.100.200,8034,443,udp,allow,Allow-HTTPS,ssl,business,2371,18168,10051,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T12:23:33Z,192.168.1.27,203.0.113.45,11471,80,tcp,allow,Allow-HTTP,http,business,2372,3926,14996,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T12:24:01Z,192.168.1.16,198.51.100.23,6183,21,tcp,deny,Block-FTP,ftp,file-transfer,2373,0,0,,,
2025-05-26T12:24:51Z,192.168.1.22,10.10.10.10,8290,445,udp,allow,Allow-SMB,smb,infrastructure,2374,18214,14590,,,
2025-05-26T12:25:12Z,192.168.1.36,8.8.8.8,43257,445,tcp,allow,Allow-SMB,smb,infrastructure,2375,11991,16355,,,
2025-05-26T12:25:45Z,192.168.1.20,198.51.100.200,53937,80,tcp,allow,Allow-HTTP,http,business,2376,17428,2673,,,Python-requests/2.31
2025-05-26T12:26:06Z,192.168.1.14,192.0.2.55,29378,53,udp,allow,DNS-Allow,dns,infrastructure,2377,15150,14248,,,
2025-05-26T12:26:31Z,192.168.1.6,198.51.100.23,59879,3389,udp,deny,Block-RDP,rdp,remote-access,2378,0,0,,,
