timestamp,user,action,resource,resource_type,source_ip,method,component,description
2025-05-26T14:31:52Z,youssef.khalil,login_success,,,192.168.55.75,openid_connect,IAM,User youssef.khalil successfully authenticated
2025-05-26T14:33:45Z,samira.karim,api_key_created,,,,,IAM,API key created for user samira.karim
2025-05-26T14:35:42Z,noor.jalal,token_generated,,,,,IAM,Authentication token generated for user noor.jalal
2025-05-26T14:37:18Z,hazem.younis,permission_change,,,,,IAM,Permissions changed for user hazem.younis
2025-05-26T14:38:10Z,noor.jalal,group_joined,,,,,IAM,User noor.jalal joined group 
2025-05-26T14:40:10Z,firas.abbas,token_revoked,,,,,IAM,Authentication token revoked for user firas.abbas
2025-05-26T14:41:34Z,nashit.alhadi,role_assigned,,,,,IAM,User nashit.alhadi assigned role 
2025-05-26T14:42:46Z,lina.abdulaziz,session_terminated,,,,,IAM,Session terminated for user lina.abdulaziz
2025-05-26T14:44:34Z,farouk.karim,api_key_created,,,,,IAM,API key created for user farouk.karim
2025-05-26T14:45:07Z,mohamed.hassan,account_locked,,,,,IAM,Account for user mohamed.hassan locked due to suspicious activity
2025-05-26T14:46:44Z,zaki.bahaa,group_left,,,,,IAM,User zaki.bahaa left group 
2025-05-26T14:47:36Z,hala.karim,account_locked,,,,,IAM,Account for user hala.karim locked due to suspicious activity
2025-05-26T14:49:27Z,ahmed.alsayed,login_fail,,,192.168.83.240,email_link,IAM,Failed login attempt for user ahmed.alsayed
2025-05-26T14:50:09Z,kamilah.mohamed,role_assigned,,,,,IAM,User kamilah.mohamed assigned role 
2025-05-26T14:51:19Z,sami.jaber,mfa_challenge,,,,,IAM,MFA challenge triggered for user sami.jaber
2025-05-26T14:53:19Z,firas.mohamed,login_success,,,192.168.74.208,geolocation_check,IAM,User firas.mohamed successfully authenticated
2025-05-26T14:54:28Z,reem.ali,mfa_challenge,,,,,IAM,MFA challenge triggered for user reem.ali
2025-05-26T14:55:11Z,jumana.ghazi,mfa_challenge,,,,,IAM,MFA challenge triggered for user jumana.ghazi
2025-05-26T14:57:06Z,marwan.alhaj,permission_change,,,,,IAM,Permissions changed for user marwan.alhaj
2025-05-26T14:58:42Z,zahra.mahdi,access_denied,user_dashboard,web_app,,,IAM,Access denied to user_dashboard for user zahra.mahdi
2025-05-26T15:00:40Z,amina.talal,mfa_success,,,,,IAM,User amina.talal passed MFA challenge
2025-05-26T15:02:27Z,basim.zahran,mfa_enrolled,,,,,IAM,User basim.zahran enrolled in MFA
2025-05-26T15:03:51Z,fatma.ismail,session_timeout,,,,,IAM,Session timed out due to inactivity for user fatma.ismail
2025-05-26T15:05:03Z,yasmin.abdulrahman,user_disabled,,,,,IAM,User yasmin.abdulrahman account disabled
2025-05-26T15:05:49Z,khaled.rafat,session_terminated,,,,,IAM,Session terminated for user khaled.rafat
2025-05-26T15:06:39Z,shatha.abdallah,user_created,,,,,IAM,New user shatha.abdallah account created
2025-05-26T15:07:30Z,zayd.abdelrahim,user_enabled,,,,,IAM,User zayd.abdelrahim account re-enabled
2025-05-26T15:08:56Z,saif.alqahtani,permission_escalation_attempt,,,,,IAM,User saif.alqahtani attempted to escalate permissions
2025-05-26T15:09:42Z,yara.khaled,user_enabled,,,,,IAM,User yara.khaled account re-enabled
2025-05-26T15:11:39Z,youssef.khalil,session_created,,,,,IAM,New session created for user youssef.khalil
2025-05-26T15:13:19Z,joud.nasser,permission_escalation_attempt,,,,,IAM,User joud.nasser attempted to escalate permissions
2025-05-26T15:13:53Z,hafsa.mansur,account_locked,,,,,IAM,Account for user hafsa.mansur locked due to suspicious activity
2025-05-26T15:15:33Z,adil.najjar,access_denied,user_roles,access_policy,,,IAM,Access denied to user_roles for user adil.najjar
2025-05-26T15:17:11Z,ibrahim.hamed,login_attempt,,,,,IAM,Login attempt detected for user ibrahim.hamed
2025-05-26T15:17:44Z,farid.shaheen,role_revoked,,,,,IAM,Role  revoked from user farid.shaheen
2025-05-26T15:19:35Z,yasin.abdelrahman,group_left,,,,,IAM,User yasin.abdelrahman left group 
2025-05-26T15:21:09Z,salim.hadi,access_denied,auth_tokens,authentication_token,,,IAM,Access denied to auth_tokens for user salim.hadi
2025-05-26T15:22:30Z,rana.azzam,role_revoked,,,,,IAM,Role  revoked from user rana.azzam
2025-05-26T15:24:27Z,hada.mohamed,permission_change,,,,,IAM,Permissions changed for user hada.mohamed
2025-05-26T15:25:45Z,farouk.karim,token_generated,,,,,IAM,Authentication token generated for user farouk.karim
2025-05-26T15:26:20Z,ghassan.sharif,session_created,,,,,IAM,New session created for user ghassan.sharif
2025-05-26T15:27:46Z,ibrahim.hamed,resource_shared,,,,,IAM,User ibrahim.hamed shared  with others
2025-05-26T15:28:34Z,mustafa.alraqi,group_joined,,,,,IAM,User mustafa.alraqi joined group 
